"X1","Hasil_GeoHash","LATITUDE","LONGITUDE","Lat_Error","Long_Error","MAG","KEDALAMAN","CITY"
4,"wb3cjq",1.61773681640625,126.447143554688,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=1.61773681640625&longitude=126.447143554688&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
6,"w11c1m",5.83099365234375,92.5213623046875,0.00274658203125,0.0054931640625,4.3,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=5.83099365234375&longitude=92.5213623046875&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
7,"wb3cjq",1.61773681640625,126.447143554688,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=1.61773681640625&longitude=126.447143554688&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
18,"rpduyq",-1.94183349609375,139.147338867188,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-1.94183349609375&longitude=139.147338867188&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
20,"qwsgru",-7.84149169921875,119.525756835938,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-7.84149169921875&longitude=119.525756835938&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
21,"qy2j48",-8.96209716796875,123.865356445312,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-8.96209716796875&longitude=123.865356445312&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
29,"qy2j48",-8.96209716796875,123.865356445312,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-8.96209716796875&longitude=123.865356445312&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
35,"w01cey",0.29937744140625,92.6312255859375,0.00274658203125,0.0054931640625,4.3,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=0.29937744140625&longitude=92.6312255859375&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
37,"w01cey",0.29937744140625,92.6312255859375,0.00274658203125,0.0054931640625,4.3,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=0.29937744140625&longitude=92.6312255859375&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
41,"qzkwd3",-3.06793212890625,130.182495117188,0.00274658203125,0.0054931640625,4.5,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-3.06793212890625&longitude=130.182495117188&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
43,"qwm6w4",-9.39056396484375,120.151977539062,0.00274658203125,0.0054931640625,3.7,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-9.39056396484375&longitude=120.151977539062&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
46,"wb3cjq",1.61773681640625,126.447143554688,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=1.61773681640625&longitude=126.447143554688&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
52,"wb3cjq",1.61773681640625,126.447143554688,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=1.61773681640625&longitude=126.447143554688&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
61,"qzkwd3",-3.06793212890625,130.182495117188,0.00274658203125,0.0054931640625,4.5,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-3.06793212890625&longitude=130.182495117188&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
70,"qzkwd3",-3.06793212890625,130.182495117188,0.00274658203125,0.0054931640625,4.5,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-3.06793212890625&longitude=130.182495117188&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
72,"w0jnbd",1.20025634765625,97.0587158203125,0.00274658203125,0.0054931640625,4.3,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=1.20025634765625&longitude=97.0587158203125&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
76,"w11c1m",5.83099365234375,92.5213623046875,0.00274658203125,0.0054931640625,4.3,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=5.83099365234375&longitude=92.5213623046875&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
77,"wb3cjq",1.61773681640625,126.447143554688,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=1.61773681640625&longitude=126.447143554688&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
79,"w11c1m",5.83099365234375,92.5213623046875,0.00274658203125,0.0054931640625,4.3,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=5.83099365234375&longitude=92.5213623046875&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
80,"qwm6w4",-9.39056396484375,120.151977539062,0.00274658203125,0.0054931640625,3.7,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-9.39056396484375&longitude=120.151977539062&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
94,"w01cey",0.29937744140625,92.6312255859375,0.00274658203125,0.0054931640625,4.3,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=0.29937744140625&longitude=92.6312255859375&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
95,"qy2j48",-8.96209716796875,123.865356445312,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-8.96209716796875&longitude=123.865356445312&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
96,"qy2j48",-8.96209716796875,123.865356445312,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-8.96209716796875&longitude=123.865356445312&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
99,"rpduyq",-1.94183349609375,139.147338867188,0.00274658203125,0.0054931640625,4.2,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-1.94183349609375&longitude=139.147338867188&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
104,"qzkwd3",-3.06793212890625,130.182495117188,0.00274658203125,0.0054931640625,4.5,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-3.06793212890625&longitude=130.182495117188&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
109,"qwm6w4",-9.39056396484375,120.151977539062,0.00274658203125,0.0054931640625,3.7,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-9.39056396484375&longitude=120.151977539062&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
111,"qzh10m",-5.41900634765625,129.391479492188,0.00274658203125,0.0054931640625,4.5,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-5.41900634765625&longitude=129.391479492188&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
121,"w11c1m",5.83099365234375,92.5213623046875,0.00274658203125,0.0054931640625,4.3,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=5.83099365234375&longitude=92.5213623046875&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
135,"qwsgru",-7.84149169921875,119.525756835938,0.00274658203125,0.0054931640625,4.4,10,"https://api.bigdatacloud.net/data/reverse-geocode?latitude=-7.84149169921875&longitude=119.525756835938&localityLanguage=en&key=d853aadb6fe04084938dd4b64d5c0e2a"
